,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
2728,2644.707,,
2729,532.83704,,
2730,3497.091,,
2731,2093.0842,,
2732,1875.9081,,
2733,2381.1377,,
2734,2899.7266,,
2735,1155.38,,
2736,3221.4526,,
2737,2696.057,,
2738,933.2016,,
2739,1630.5946,,
2740,657.8462,,
2741,4200.197,,
2742,2399.75,,
2743,2484.055,,
2744,2567.262,,
2745,1689.7368,,
2746,3486.1008,,
2747,2971.3074,,
2748,747.8413,,
2749,1995.895,,
2750,2353.2327,,
2751,69.01332,,
2752,2923.3994,,
2753,2989.4766,,
2754,859.81274,,
2755,2455.0754,,
2756,1430.6136,,
2757,2476.739,,
2758,2820.01,,
2759,3158.663,,
2760,293.29904,,
2761,3874.7654,,
2762,2976.6436,,
2763,4361.7505,,
2764,384.8326,,
2765,1225.4565,,
2766,2906.16,,
2767,2313.3027,,
2768,1539.9863,,
2769,1069.3359,,
2770,4078.2522,,
2771,-193.72285,,
2772,2360.9607,,
2773,1791.0331,,
2774,2976.1235,,
2775,2439.8281,,
2776,983.7541,,
2777,2538.5842,,
2778,666.6042,,
2779,389.6696,,
2780,3523.7744,,
2781,5262.103,,
2782,1556.8583,,
2783,3293.6528,,
2784,2635.675,,
2785,4124.4683,,
2786,2752.4534,,
2787,5034.015,,
2788,404.98163,,
2789,1489.4824,,
2790,1766.7455,,
2791,3503.2034,,
2792,791.3796,,
2793,4960.1577,,
2794,2658.74,,
2795,266.0869,,
2796,1139.028,,
2797,1250.3473,,
2798,35.4144,,
2799,184.93744,,
2800,1795.0071,,
2801,3994.5994,,
2802,3296.1155,,
2803,2443.9045,,
2804,3410.9116,,
2805,2732.7388,,
2806,2726.7527,,
2807,282.84125,,
2808,1184.7992,,
2809,4646.57,,
2810,2645.2607,,
2811,1475.6162,,
2812,3605.762,,
2813,493.78134,,
2814,3234.6033,,
2815,1358.3328,,
2816,2321.5662,,
2817,3372.7676,,
2818,743.2956,,
2819,437.29892,,
2820,1458.8676,,
2821,3359.794,,
2822,2706.531,,
2823,274.88742,,
2824,3119.0767,,
2825,4220.643,,
2826,4168.129,,
2827,325.1888,,
2828,2797.6162,,
2829,419.11383,,
2830,328.8082,,
2831,3000.8813,,
2832,2558.7695,,
2833,1620.5203,,
2834,2180.1008,,
2835,4786.545,,
2836,-20.122723,,
2837,547.7967,,
2838,5313.133,,
2839,1302.0686,,
2840,2736.4702,,
2841,727.2877,,
2842,3666.2207,,
2843,285.90363,,
2844,2711.9185,,
2845,1693.5862,,
2846,561.80536,,
2847,2231.5515,,
2848,-117.952415,,
2849,856.11487,,
2850,762.6576,,
2851,367.70987,,
2852,3323.7495,,
2853,4565.4683,,
2854,3226.7095,,
2855,750.4717,,
2856,1466.6211,,
2857,2660.5576,,
2858,522.29755,,
2859,2751.8032,,
2860,2244.313,,
2861,3108.849,,
2862,71.73964,,
2863,1570.5757,,
2864,2005.4048,,
2865,248.30876,,
2866,899.4223,,
2867,1807.7173,,
2868,4520.2524,,
2869,5359.098,,
2870,1084.5818,,
2871,244.21584,,
2872,829.173,,
2873,3185.8152,,
2874,653.8888,,
2875,3006.431,,
2876,3237.0059,,
2877,3123.876,,
2878,2315.3381,,
2879,1593.3298,,
2880,1012.59735,,
2881,1793.5782,,
2882,3889.6008,,
2883,4463.35,,
2884,2432.5203,,
2885,600.37714,,
2886,4204.77,,
2887,1744.2585,,
2888,2655.996,,
2889,2363.3743,,
2890,4131.7905,,
2891,919.1178,,
2892,3870.3977,,
2893,994.22626,,
2894,665.76105,,
2895,1367.8813,,
2896,721.7132,,
2897,292.37192,,
2898,515.32385,,
2899,1981.8607,,
2900,2662.7786,,
2901,767.55066,,
2902,3448.3335,,
2903,3521.872,,
2904,3643.0903,,
2905,221.45125,,
2906,1298.9414,,
2907,2845.7515,,
2908,2578.46,,
2909,1264.86,,
2910,341.8397,,
2911,3900.8838,,
2912,2868.3901,,
2913,900.6687,,
2914,5109.253,,
2915,2979.7407,,
2916,664.6811,,
2917,893.4857,,
2918,879.34357,,
2919,3447.0325,,
2920,2958.496,,
2921,549.9414,,
2922,2576.8035,,
2923,394.21988,,
2924,3668.687,,
2925,2861.9207,,
2926,586.9,,
2927,3896.3704,,
2928,-69.940384,,
2929,572.209,,
2930,6190.1533,,
2931,1825.4108,,
2932,756.5675,,
2933,1911.3057,,
2934,4524.4805,,
2935,1803.0641,,
2936,4157.672,,
2937,3425.5435,,
2938,1850.4203,,
2939,1238.3811,,
2940,1969.906,,
2941,1781.7617,,
2942,2545.477,,
2943,2178.7793,,
2944,4783.728,,
2945,1800.2711,,
2946,1339.794,,
2947,3153.3857,,
2948,1288.5282,,
2949,828.50476,,
2950,4558.627,,
2951,2933.529,,
2952,3845.3325,,
2953,1410.4843,,
2954,3196.0388,,
2955,3139.3115,,
2956,1132.8203,,
2957,555.1024,,
2958,2833.2043,,
2959,949.7791,,
2960,3424.7603,,
2961,1225.0504,,
2962,1597.2125,,
2963,1280.6248,,
2964,823.57935,,
2965,1816.4196,,
2966,3023.6326,,
2967,3522.8142,,
2968,599.94257,,
2969,1324.1056,,
2970,3088.3235,,
2971,5019.899,,
2972,4689.8164,,
2973,5166.772,,
2974,227.90454,,
2975,1631.5452,,
2976,915.5375,,
2977,5010.3804,,
2978,4451.3423,,
2979,114.75851,,
2980,2626.6436,,
2981,3156.4597,,
2982,110.09109,,
2983,45.123245,,
2984,726.1382,,
2985,2127.509,,
2986,3476.037,,
2987,2872.3923,,
2988,3327.2,,
2989,292.25842,,
2990,3467.8804,,
2991,377.3086,,
2992,508.79544,,
2993,2053.4229,,
2994,667.51434,,
2995,2597.5764,,
2996,2484.9094,,
2997,2923.4788,,
2998,2296.169,,
2999,3684.7349,,
3000,1273.5394,,
3001,3727.8638,,
3002,2299.1987,,
3003,3289.5034,,
3004,3527.8503,,
3005,2109.917,,
3006,2302.657,,
3007,2550.851,,
3008,3219.0002,,
3009,4440.496,,
3010,6334.9316,,
3011,1694.1777,,
3012,2069.3696,,
3013,5549.1987,,
3014,3381.9365,,
3015,621.83295,,
3016,4436.583,,
3017,398.8173,,
3018,3252.7275,,
3019,2801.3967,,
3020,4786.3867,,
3021,2612.3604,,
3022,1974.4502,,
3023,539.72675,,
3024,3002.2524,,
3025,2836.894,,
3026,4978.221,,
3027,183.46912,,
3028,469.70938,,
3029,1542.3164,,
3030,1527.4941,,
3031,298.38406,,
3032,1811.6965,,
3033,2311.744,,
3034,681.3364,,
3035,1621.162,,
3036,1484.0443,,
3037,2853.7788,,
3038,1149.4244,,
3039,1678.3856,,
3040,1975.6416,,
3041,872.45917,,
3042,1860.9347,,
3043,2743.7195,,
3044,3766.7883,,
3045,2862.7048,,
3046,4082.1384,,
3047,242.46667,,
3048,3020.5278,,
3049,1190.8408,,
3050,2006.9592,,
3051,844.01825,,
3052,2609.0632,,
3053,1471.1064,,
3054,1782.9089,,
3055,1215.469,,
3056,3753.1323,,
3057,9562.459,,
3058,1146.5358,,
3059,1987.1676,,
3060,89.99074,,
3061,3525.5603,,
3062,787.56964,,
3063,1661.3463,,
3064,289.82828,,
3065,2855.0051,,
3066,434.0344,,
3067,326.83456,,
3068,1667.386,,
3069,635.484,,
3070,1278.228,,
3071,1101.7009,,
3072,391.3353,,
3073,492.44522,,
3074,799.5437,,
3075,3720.0984,,
3076,5606.1533,,
3077,4944.776,,
3078,990.854,,
3079,1499.2518,,
3080,3188.0837,,
3081,2104.3313,,
3082,5431.1084,,
3083,99.914955,,
3084,1774.8485,,
3085,95.75914,,
3086,1947.029,,
3087,434.2371,,
3088,5745.068,,
3089,1254.2639,,
3090,1998.3098,,
3091,902.8021,,
3092,2728.255,,
3093,2867.4597,,
3094,1894.4602,,
3095,2133.1401,,
3096,266.47083,,
3097,3012.5718,,
3098,3426.208,,
3099,2847.7139,,
3100,2633.6157,,
3101,1918.8103,,
3102,2303.7908,,
3103,3290.8252,,
3104,1868.7179,,
3105,2785.2354,,
3106,2113.561,,
3107,671.1897,,
3108,3738.7795,,
3109,396.6199,,
3110,671.95154,,
3111,231.7006,,
3112,1022.6315,,
3113,2127.6953,,
3114,4934.3438,,
3115,1291.6606,,
3116,3345.9968,,
3117,460.79926,,
3118,3591.4326,,
3119,735.9564,,
3120,4100.5054,,
3121,5467.588,,
3122,707.39044,,
3123,3528.9167,,
3124,1279.0044,,
3125,211.78157,,
3126,2226.2263,,
3127,4317.299,,
3128,3131.9783,,
3129,2176.448,,
3130,2230.6096,,
3131,4069.007,,
3132,4366.8604,,
3133,2079.475,,
3134,2493.1223,,
3135,3278.7769,,
3136,2709.2168,,
3137,1083.1339,,
3138,4424.128,,
3139,1238.3184,,
3140,2933.7935,,
3141,6255.202,,
3142,2759.474,,
3143,605.5025,,
3144,5098.9946,,
3145,1142.4579,,
3146,3310.1257,,
3147,1288.252,,
3148,4155.3374,,
3149,-511.891,,
3150,3102.1118,,
3151,767.4621,,
3152,154.93694,,
3153,2773.0422,,
3154,1446.4454,,
3155,310.75095,,
3156,5055.3555,,
3157,2937.4111,,
3158,2071.0156,,
3159,206.20563,,
3160,6406.396,,
3161,2097.715,,
3162,4334.052,,
3163,235.8922,,
3164,3449.1135,,
3165,842.50464,,
3166,2938.4229,,
3167,565.84973,,
3168,5117.0293,,
3169,3610.2144,,
3170,4133.312,,
3171,1257.8464,,
3172,3849.0037,,
3173,1403.5225,,
3174,826.1513,,
3175,2417.0635,,
3176,2206.8726,,
3177,1759.1582,,
3178,4602.86,,
3179,4058.6853,,
3180,1904.7115,,
3181,1525.0225,,
3182,502.9005,,
3183,821.5287,,
3184,5819.9395,,
3185,3034.1821,,
3186,609.39233,,
3187,2789.414,,
3188,4174.917,,
3189,2019.7577,,
3190,2936.6267,,
3191,1496.518,,
3192,1613.0043,,
3193,2418.087,,
3194,2996.801,,
3195,873.26196,,
3196,1442.0326,,
3197,2356.3984,,
3198,1886.1246,,
3199,2456.2043,,
3200,1667.386,,
3201,2225.6453,,
3202,2842.86,,
3203,2706.9275,,
3204,1634.6683,,
3205,519.79486,,
3206,167.2062,,
3207,134.49863,,
3208,203.65266,,
3209,464.3291,,
3210,1650.8359,,
3211,4085.7468,,
3212,1198.7107,,
3213,984.0777,,
3214,1730.2654,,
3215,2564.4363,,
3216,2479.0696,,
3217,2307.7249,,
3218,1384.0479,,
3219,3502.371,,
3220,1578.2914,,
3221,661.68915,,
3222,387.75046,,
3223,502.70236,,
3224,4898.4736,,
3225,1275.2976,,
3226,1530.6255,,
3227,2287.868,,
3228,1910.0289,,
3229,2578.123,,
3230,1337.3083,,
3231,69.01143,,
3232,3146.1265,,
3233,5633.134,,
3234,2599.6252,,
3235,5428.3896,,
3236,628.6124,,
3237,2535.5637,,
3238,2289.6724,,
3239,276.79245,,
3240,2253.7312,,
3241,257.73135,,
3242,1193.2472,,
3243,5060.101,,
3244,3051.007,,
3245,1525.7815,,
3246,2426.8276,,
3247,4064.158,,
3248,1320.7433,,
3249,2220.776,,
3250,2148.3577,,
3251,2017.2323,,
3252,2275.5144,,
3253,676.79425,,
3254,2687.2356,,
3255,2127.6182,,
3256,1962.4397,,
3257,183.73149,,
3258,2888.545,,
3259,2586.285,,
3260,1720.1733,,
3261,2415.0894,,
3262,1014.6013,,
3263,1047.4677,,
3264,273.43814,,
3265,748.56647,,
3266,656.4652,,
3267,618.2954,,
3268,2227.8296,,
3269,689.2084,,
3270,2472.3386,,
3271,487.8751,,
3272,929.566,,
3273,3065.2878,,
3274,4818.1147,,
3275,2993.4277,,
3276,2357.144,,
3277,1984.4587,,
3278,3052.0156,,
3279,2508.5706,,
3280,226.15825,,
3281,712.28503,,
3282,213.135,,
3283,4529.7974,,
3284,3502.7727,,
3285,2297.8962,,
3286,1750.4191,,
3287,2491.215,,
3288,3932.5808,,
3289,2968.7424,,
3290,2551.4282,,
3291,3077.593,,
3292,165.37532,,
3293,3199.381,,
3294,322.56558,,
3295,2915.5435,,
3296,4956.3696,,
3297,2490.027,,
3298,1038.2528,,
3299,2027.8287,,
3300,912.8852,,
3301,1542.2539,,
3302,2933.7449,,
3303,2139.4714,,
3304,4071.8865,,
3305,3119.3374,,
3306,2694.1125,,
3307,3268.0237,,
3308,1628.0485,,
3309,3017.9014,,
3310,2219.307,,
3311,3389.7458,,
3312,5687.0967,,
3313,248.4958,,
3314,2681.838,,
3315,699.6459,,
3316,678.9686,,
3317,1575.2518,,
3318,1469.1152,,
3319,390.71704,,
3320,3794.1323,,
3321,3520.4912,,
3322,2216.4944,,
3323,5556.3735,,
3324,1940.1166,,
3325,573.76117,,
3326,3970.2847,,
3327,1957.6956,,
3328,4990.535,,
3329,4045.2732,,
3330,3396.0679,,
3331,2510.2246,,
3332,5899.8467,,
3333,4821.5776,,
3334,1700.2648,,
3335,2280.3865,,
3336,1060.3822,,
3337,597.3413,,
3338,1849.0951,,
3339,539.4768,,
3340,150.1,,
3341,3415.3474,,
3342,1469.9623,,
3343,2640.6123,,
3344,1717.3878,,
3345,4462.684,,
3346,266.01773,,
3347,4544.94,,
3348,4013.9185,,
3349,931.8833,,
3350,1261.5812,,
3351,567.6324,,
3352,4648.1963,,
3353,4293.062,,
3354,498.72937,,
3355,3126.0144,,
3356,1083.228,,
3357,2197.2683,,
3358,3495.225,,
3359,1127.6797,,
3360,728.52155,,
3361,2806.096,,
3362,1413.3342,,
3363,1421.8252,,
3364,226.15825,,
3365,-44.688244,,
3366,5283.3696,,
3367,3978.1772,,
3368,1801.5751,,
3369,1036.6368,,
3370,1593.6855,,
3371,891.54785,,
3372,717.7013,,
3373,1517.8224,,
3374,4467.4697,,
3375,2775.67,,
3376,1973.634,,
3377,2980.6116,,
3378,258.80875,,
3379,1738.7987,,
3380,5721.828,,
3381,2481.0718,,
3382,741.60345,,
3383,395.57965,,
3384,3152.114,,
3385,1736.6259,,
3386,2542.4465,,
3387,4029.9355,,
3388,3177.1096,,
3389,2146.8938,,
3390,534.8388,,
3391,1304.7406,,
3392,2954.6638,,
3393,1415.8342,,
3394,3343.1506,,
3395,1379.393,,
3396,1644.0197,,
3397,2697.548,,
3398,2940.4397,,
3399,4442.513,,
3400,237.89485,,
3401,795.42487,,
3402,1832.0834,,
3403,1335.524,,
3404,2239.5852,,
3405,4505.953,,
3406,1534.6058,,
3407,1922.882,,
3408,1883.4882,,
3409,3054.536,,
3410,1975.8057,,
3411,6050.39,,
3412,3627.917,,
3413,1441.9775,,
3414,3936.7524,,
3415,2560.3328,,
3416,1581.0103,,
3417,3099.457,,
3418,1275.5128,,
3419,963.3251,,
3420,2627.3538,,
3421,493.2294,,
3422,1232.9669,,
3423,1735.1123,,
3424,2805.1743,,
3425,4460.141,,
3426,3506.6501,,
3427,1263.3217,,
3428,2343.1038,,
3429,3020.3208,,
3430,1801.0828,,
3431,3153.4082,,
3432,1327.1357,,
3433,1140.4865,,
3434,291.92337,,
3435,1698.3328,,
3436,1747.3396,,
3437,5081.9946,,
3438,779.4739,,
3439,3280.794,,
3440,3638.4995,,
3441,1464.8899,,
3442,878.8438,,
3443,2176.0154,,
3444,2868.9973,,
3445,1794.4935,,
3446,1547.4031,,
3447,1614.9265,,
3448,843.3426,,
3449,2848.6765,,
3450,2382.9668,,
3451,1550.859,,
3452,4693.148,,
3453,2235.2979,,
3454,2976.7788,,
3455,2648.142,,
3456,2318.1758,,
3457,3643.8794,,
3458,1816.8265,,
3459,4061.2668,,
3460,633.2501,,
3461,2398.6074,,
3462,259.385,,
3463,4683.5015,,
3464,2377.145,,
3465,694.6754,,
3466,3147.3525,,
3467,1327.5599,,
3468,398.71738,,
3469,2377.0996,,
3470,1529.5812,,
3471,2533.723,,
3472,2834.7847,,
3473,172.88518,,
3474,1509.647,,
3475,3070.595,,
3476,1656.5684,,
3477,3144.1086,,
3478,1321.3729,,
3479,2247.541,,
3480,650.1869,,
3481,929.1426,,
3482,6876.8765,,
3483,1976.0479,,
3484,1341.0983,,
3485,2565.6077,,
3486,3482.356,,
3487,918.64923,,
3488,101.42986,,
3489,2492.5105,,
3490,343.79547,,
3491,4010.3748,,
3492,1870.5226,,
3493,1807.8572,,
3494,760.66284,,
3495,2799.156,,
3496,4243.9287,,
3497,861.49817,,
3498,3642.5613,,
3499,1722.0682,,
3500,4189.1704,,
3501,957.2301,,
3502,525.2515,,
3503,1897.2955,,
3504,998.17224,,
3505,2714.54,,
3506,2933.872,,
3507,3905.0735,,
3508,2296.9707,,
3509,2497.4941,,
3510,929.8559,,
3511,2990.4153,,
3512,1325.9777,,
3513,2978.4758,,
3514,512.51056,,
3515,67.14075,,
3516,1580.2026,,
3517,4918.0254,,
3518,2804.3308,,
3519,3916.564,,
3520,3590.0999,,
3521,2303.6267,,
3522,2876.2366,,
3523,3438.873,,
3524,3864.5564,,
3525,5025.4087,,
3526,4511.8887,,
3527,2234.7322,,
3528,2362.0676,,
3529,4181.636,,
3530,2175.5195,,
3531,3325.8474,,
3532,1278.26,,
3533,3919.6765,,
3534,4205.376,,
3535,3593.6667,,
3536,193.85313,,
3537,4555.0576,,
3538,912.32587,,
3539,3110.0833,,
3540,3048.0469,,
3541,739.11035,,
3542,1471.0155,,
3543,2287.444,,
3544,1085.4156,,
3545,2398.8257,,
3546,1868.2397,,
3547,2897.5896,,
3548,1738.0784,,
3549,1277.1847,,
3550,1723.5886,,
3551,3702.9983,,
3552,2477.282,,
3553,622.01953,,
3554,1223.5883,,
3555,636.65765,,
3556,2503.9104,,
3557,508.96048,,
3558,570.2966,,
3559,3681.6658,,
3560,4826.5,,
3561,1551.4385,,
3562,3736.3777,,
3563,1075.0806,,
3564,2762.2258,,
3565,1553.2241,,
3566,229.45229,,
3567,1903.022,,
3568,1425.3917,,
3569,3513.998,,
3570,451.45987,,
3571,2423.854,,
3572,3257.1206,,
3573,2724.9712,,
3574,1964.8824,,
3575,454.3821,,
3576,6210.3164,,
3577,3368.7705,,
3578,1773.2146,,
3579,1283.039,,
3580,1768.9956,,
3581,3413.4324,,
3582,4785.5376,,
3583,3765.521,,
3584,1682.4321,,
3585,2198.578,,
3586,881.11066,,
3587,2248.23,,
3588,2148.0962,,
3589,3505.601,,
3590,818.05457,,
3591,3104.2048,,
3592,807.3676,,
3593,1768.0914,,
3594,1304.9504,,
3595,1613.4824,,
3596,196.42078,,
3597,4132.736,,
3598,2773.6506,,
3599,1720.9524,,
3600,657.1931,,
3601,2006.837,,
3602,2045.3668,,
3603,1605.6365,,
3604,133.74306,,
3605,2676.5273,,
3606,1790.7538,,
3607,877.58075,,
3608,470.03195,,
3609,3270.5999,,
3610,2142.3965,,
3611,3847.2285,,
3612,2324.1318,,
3613,280.341,,
3614,1101.2291,,
3615,1672.3002,,
3616,3273.1084,,
3617,1717.6466,,
3618,1265.5773,,
3619,5747.1836,,
3620,6190.0044,,
3621,1580.859,,
3622,5421.799,,
3623,2603.3584,,
3624,2847.796,,
3625,1537.2719,,
3626,2807.9478,,
3627,2389.7139,,
3628,717.05035,,
3629,4829.4795,,
3630,2181.6865,,
3631,1843.1061,,
3632,400.8508,,
3633,4499.5566,,
3634,2592.6113,,
3635,293.88037,,
3636,4156.657,,
3637,3450.7622,,
3638,285.9055,,
3639,2530.9207,,
3640,4488.714,,
3641,771.7939,,
3642,868.58966,,
3643,1737.5236,,
3644,5436.5874,,
3645,1412.8428,,
3646,699.4549,,
3647,2292.9739,,
3648,1282.393,,
3649,2790.2585,,
3650,1302.4054,,
3651,3173.2578,,
3652,2880.6528,,
3653,3372.1638,,
3654,2321.4976,,
3655,2551.238,,
3656,2609.5632,,
3657,827.9443,,
3658,1882.5245,,
3659,1542.7008,,
3660,4058.9216,,
3661,6071.026,,
3662,2065.4595,,
3663,3015.0693,,
3664,278.77118,,
3665,3155.1765,,
3666,2978.5056,,
3667,266.5413,,
3668,436.06805,,
3669,1030.9976,,
3670,503.51114,,
3671,304.4171,,
3672,3024.0796,,
3673,2948.5745,,
3674,2633.442,,
3675,4133.382,,
3676,1103.0375,,
3677,1758.1362,,
3678,1737.3191,,
3679,73.55908,,
3680,2880.7576,,
3681,3143.6482,,
3682,1772.478,,
3683,264.98276,,
3684,1596.2863,,
3685,3824.4426,,
3686,1631.4318,,
3687,4152.879,,
3688,2231.0825,,
3689,2968.048,,
3690,2082.4805,,
3691,3354.787,,
3692,5538.9785,,
3693,1405.3296,,
3694,3142.943,,
3695,1265.4089,,
3696,719.4275,,
3697,3352.8928,,
3698,3911.0752,,
3699,1278.4966,,
3700,2189.1096,,
3701,1373.0195,,
3702,5469.548,,
3703,319.31293,,
3704,3418.8816,,
3705,743.5057,,
3706,2193.235,,
3707,1242.1206,,
3708,1303.8696,,
3709,1957.4221,,
3710,2171.5242,,
3711,2101.3188,,
3712,1601.251,,
3713,3453.8425,,
3714,3831.7314,,
3715,3134.5068,,
3716,1385.2902,,
3717,4547.3013,,
3718,3078.451,,
3719,5182.757,,
3720,1086.0168,,
3721,3208.5518,,
3722,2107.5005,,
3723,2059.383,,
3724,783.71014,,
3725,2178.686,,
3726,2326.7368,,
3727,3903.087,,
3728,650.11755,,
3729,1684.1749,,
3730,2625.6323,,
3731,1901.5352,,
3732,914.6531,,
3733,2695.4907,,
3734,367.26685,,
3735,728.3344,,
3736,3028.1096,,
3737,2741.104,,
3738,3042.5066,,
3739,3820.7976,,
3740,1154.3763,,
3741,441.7963,,
3742,908.0692,,
3743,4055.495,,
3744,3973.3596,,
3745,2154.3313,,
3746,232.18188,,
3747,2039.5442,,
3748,1593.0814,,
3749,2252.9404,,
3750,273.3952,,
3751,3227.049,,
3752,3311.5344,,
3753,2083.8953,,
3754,2301.0627,,
3755,2260.4482,,
3756,669.1289,,
3757,2277.176,,
3758,2778.6782,,
3759,1420.0193,,
3760,2694.0974,,
3761,3423.7766,,
3762,1612.2798,,
3763,2524.9937,,
3764,2912.6394,,
3765,509.26025,,
3766,1918.635,,
3767,4863.166,,
3768,1532.8369,,
3769,680.69617,,
3770,1863.1453,,
3771,2958.1228,,
3772,603.2621,,
3773,3657.6028,,
3774,2382.6719,,
3775,497.58527,,
3776,4035.4097,,
3777,875.2235,,
3778,2422.3088,,
3779,1008.8589,,
3780,943.57874,,
3781,1928.3563,,
3782,778.7895,,
3783,2415.649,,
3784,571.99176,,
3785,1714.5885,,
3786,1434.1768,,
3787,447.033,,
3788,3712.9883,,
3789,1380.5835,,
3790,1613.7942,,
3791,1301.7605,,
3792,820.6543,,
3793,717.33966,,
3794,4258.4263,,
3795,2956.4792,,
3796,5513.668,,
3797,5667.0933,,
3798,4563.903,,
3799,5335.324,,
3800,1987.849,,
3801,3024.7373,,
3802,1644.9138,,
3803,2475.6995,,
3804,-61.516006,,
3805,4435.5205,,
3806,811.0826,,
3807,2788.5925,,
3808,3746.5466,,
3809,2842.044,,
3810,355.6298,,
3811,1778.4806,,
3812,3011.124,,
3813,387.85767,,
3814,1335.9454,,
3815,1230.4318,,
3816,2561.0852,,
3817,3387.718,,
3818,2877.4487,,
3819,2745.457,,
3820,2111.4016,,
3821,3168.3794,,
3822,1534.405,,
3823,2926.8623,,
3824,3107.6167,,
3825,515.9239,,
3826,2171.635,,
3827,1001.7472,,
3828,2037.9407,,
3829,3303.2524,,
3830,5146.3345,,
3831,2171.186,,
3832,5784.5317,,
3833,2316.3184,,
3834,1162.9568,,
3835,4873.5337,,
3836,1971.9072,,
3837,864.41864,,
3838,1204.1511,,
3839,1932.249,,
3840,3306.2476,,
3841,2811.5576,,
3842,344.55997,,
3843,2255.6133,,
3844,4619.064,,
3845,500.04257,,
3846,3262.9834,,
3847,497.8522,,
3848,293.3514,,
3849,1296.6149,,
3850,4940.467,,
3851,2471.2375,,
3852,1355.259,,
3853,1197.7908,,
3854,3988.899,,
3855,540.5297,,
3856,1126.5681,,
3857,1999.9719,,
3858,3425.337,,
3859,2844.3257,,
3860,661.61,,
3861,2045.7695,,
3862,217.87521,,
3863,6702.838,,
3864,1346.883,,
3865,409.6578,,
3866,344.67853,,
3867,2346.8086,,
3868,1952.8878,,
3869,3634.8438,,
3870,582.8934,,
3871,3681.8162,,
3872,2000.5946,,
3873,2268.4077,,
3874,1904.2922,,
3875,309.01492,,
3876,2088.9639,,
3877,905.33203,,
3878,129.02374,,
3879,1990.6757,,
3880,2871.6917,,
3881,2185.3513,,
3882,695.3331,,
3883,3041.1682,,
3884,2672.2188,,
3885,3155.5908,,
3886,1080.4728,,
3887,501.9129,,
3888,5686.5947,,
3889,2680.7764,,
3890,2464.6174,,
3891,3724.0098,,
3892,1030.0114,,
3893,44.37035,,
3894,3114.165,,
3895,634.854,,
3896,1783.9937,,
3897,1850.6243,,
3898,720.3516,,
3899,2618.3306,,
3900,978.9642,,
3901,819.46655,,
3902,1224.242,,
3903,1530.8872,,
3904,766.7836,,
3905,7404.7783,,
3906,801.51904,,
3907,3916.0454,,
3908,59.289196,,
3909,1837.8606,,
3910,2140.5566,,
3911,1211.9669,,
3912,3608.5007,,
3913,1132.3909,,
3914,2069.261,,
3915,4812.7954,,
3916,1437.7235,,
3917,3701.9216,,
3918,3514.2678,,
3919,1920.8728,,
3920,1791.5785,,
3921,2775.6885,,
3922,5357.898,,
3923,2101.3093,,
3924,1751.8285,,
3925,2833.8374,,
3926,2089.1274,,
3927,1698.6997,,
3928,464.16806,,
3929,2381.4646,,
3930,2018.9664,,
3931,1023.9719,,
3932,2180.4224,,
3933,2749.5227,,
3934,1813.9918,,
3935,2127.867,,
3936,1896.0156,,
3937,799.49066,,
3938,1075.7184,,
3939,266.05798,,
3940,1004.21875,,
3941,2965.918,,
3942,1998.6545,,
3943,1081.8485,,
3944,709.40753,,
3945,1911.1771,,
3946,857.58185,,
3947,1119.06,,
3948,1282.3375,,
3949,3565.4744,,
3950,1909.9188,,
3951,1989.8823,,
3952,1070.3583,,
3953,1607.089,,
3954,2354.4358,,
3955,4709.9116,,
3956,1588.2845,,
3957,3691.906,,
3958,3216.9578,,
3959,485.80386,,
3960,969.9365,,
3961,2241.6748,,
3962,5387.0845,,
3963,3073.433,,
3964,2202.8218,,
3965,641.3382,,
3966,4104.0005,,
3967,5047.62,,
3968,3144.3582,,
3969,2820.7478,,
3970,276.11,,
3971,2316.468,,
3972,3949.8406,,
3973,2100.7505,,
3974,3809.0674,,
3975,3211.1077,,
3976,2664.5874,,
3977,719.95233,,
3978,2113.6902,,
3979,581.715,,
3980,1124.7174,,
3981,1390.2346,,
3982,2969.8157,,
3983,493.443,,
3984,2276.0,,
3985,2999.9785,,
3986,3979.2407,,
3987,1107.4075,,
3988,1063.2806,,
3989,1799.1555,,
3990,342.03287,,
3991,5605.998,,
3992,649.6047,,
3993,4393.42,,
3994,340.9555,,
3995,2589.951,,
3996,1932.4103,,
3997,2315.6536,,
3998,4541.111,,
3999,1418.3641,,
4000,594.94104,,
4001,1188.8418,,
4002,1723.7139,,
4003,709.086,,
4004,3418.5254,,
4005,1473.9165,,
4006,2134.691,,
4007,4821.017,,
4008,638.7217,,
4009,1368.52,,
4010,-52.075638,,
4011,2322.0215,,
4012,1170.8777,,
4013,1620.6334,,
4014,3524.237,,
4015,646.568,,
4016,2298.0454,,
4017,115.42517,,
4018,1210.8846,,
4019,5012.3384,,
4020,5609.1836,,
4021,3076.852,,
4022,4273.4253,,
4023,3070.349,,
4024,4133.3164,,
4025,859.81274,,
4026,212.69394,,
4027,2195.8357,,
4028,2207.5688,,
4029,2103.9573,,
4030,981.1103,,
4031,3038.245,,
4032,2312.5737,,
4033,3646.8213,,
4034,3189.8645,,
4035,2865.8408,,
4036,536.0994,,
4037,2874.845,,
4038,3824.0574,,
4039,3915.246,,
4040,3352.0564,,
4041,1366.8134,,
4042,304.77594,,
4043,2957.259,,
4044,4228.7363,,
4045,5248.015,,
4046,149.68237,,
4047,1924.2799,,
4048,260.7402,,
